CJT8	49.509167	-97.850556	CJT8
CJT9	53.620556	-107.609444	CJT9
CJU3	50.096389	-98.500833	CJU3
CJU4	52.176586	-105.133656	CJU4
CJU5	50.271944	-99.763056	CJU5
CJU6	50.912778	-97.304444	CJU6
CJU7	53.185000	-108.789167	CJU7
CJV2	52.831389	-109.640278	CJV2
CJV5	50.232575	-99.510078	CJV5
CJV7	52.708728	-88.542069	CJV7
CJV8	53.172583	-99.322989	CJV8
CJV9	50.941389	-102.737778	CJV9
CJW2	49.223803	-102.146006	CJW2
CJW3	54.018333	-109.135278	CJW3
CJW4	55.287528	-102.749311	CJW4
CJW5	50.764056	-101.294069	CJW5
CJW7	58.052939	-104.484508	CJW7
CJX4	51.564433	-107.916769	CJX4
CJX5	49.633333	-100.200000	CJX5
CJY3	52.836781	-104.065994	CJY3
CJY4	55.545472	-102.271936	CJY4
CJY5	50.396111	-100.425278	CJY5
CJZ2	49.993281	-98.303286	CJZ2
CJZ3	52.864453	-104.700944	CJZ3
CJZ4	53.233333	-106.366667	CJZ4
CKA2	52.201944	-103.478611	CKA2
CKA4	49.280833	-96.501111	CKA4
CKA8	49.924444	-97.548889	CKA8
CKA9	56.336503	-103.293508	CKA9
CKB2	55.899119	-107.719347	CKB2
CKB6	53.849064	-89.579381	CKB6
CKB7	51.234444	-101.392500	CKB7
CKB8	50.500000	-96.098056	CKB8
CKC6	51.845278	-104.992222	CKC6
CKC7	49.166697	-105.933906	CKC7
CKC8	49.400000	-98.700000	CKC8
CKC9	49.646925	-104.665217	CKC9
CKD2	52.619722	-103.247778	CKD2
CKD5	50.099153	-102.607000	CKD5
CKD7	49.408333	-97.990556	CKD7
CKD8	44.539889	-78.888633	CKD8
CKD9	51.130069	-91.665464	CKD9
CKE2	52.066667	-104.266667	CKE2
CKE8	52.445658	-109.184172	CKE8
CKF2	49.460556	-104.271667	CKF2
CKF4	54.416667	-109.233333	CKF4
CKF6	49.967439	-98.760300	CKF6
CKF9	50.717500	-90.683611	CKF9
CKG2	50.971667	-97.011111	CKG2
CKG5	49.246111	-98.538611	CKG5
CKG8	48.418333	-89.601944	CKG8
CKH3	53.531944	-106.883889	CKH3
CKH8	50.667500	-104.789444	CKH8
CKJ2	49.453056	-97.422500	CKJ2
CKJ7	49.706053	-97.680525	CKJ7
CKJ8	54.258056	-97.011111	CKJ8
CKJ9	50.709583	-103.196806	CKJ9
CKK2	52.650000	-104.866667	CKK2
CKK3	49.000000	-105.398889	CKK3
CKK7	49.493978	-96.698933	CKK7
CKL2	50.172222	-96.872222	CKL2
CKL3	52.893917	-89.289075	CKL3
CKL5	50.457058	-100.609292	CKL5
CKL6	54.291944	-104.671389	CKL6
CKL9	50.757222	-104.982778	CKL9
CKM4	54.830833	-102.788611	CKM4
CKM6	53.108711	-99.797644	CKM6
CKM8	52.608694	-90.377044	CKM8
CKN5	49.868889	-103.445278	CKN5
CKN8	57.742500	-103.944722	CKN8
CKP2	50.060000	-105.401944	CKP2
CKP4	44.490000	-78.977778	CKP4
CKQ3	52.489975	-92.971108	CKQ3
CKQ5	50.994167	-107.131389	CKQ5
CKQ6	50.499444	-99.897778	CKQ6
CKQ7	49.879722	-93.436389	CKQ7
CKQ8	57.767394	-105.024250	CKQ8
CKQ9	51.619525	-96.812358	CKQ9
CKR3	51.040833	-99.495278	CKR3
CKR4	50.703333	-98.056667	CKR4
CKR7	49.784722	-100.956111	CKR7
CKS7	51.933333	-103.833333	CKS7
CKS8	57.464167	-106.748333	CKS8
CKT7	52.650000	-105.766667	CKT7
CKU2	49.631111	-98.666389	CKU2
CKU6	50.419167	-102.935278	CKU6
CKU7	51.685278	-105.370000	CKU7
CKV2	52.126111	-103.531111	CKV2
CKV4	60.315533	-103.131633	CKV4
CKV6	51.016667	-101.816667	CKV6
CKX4	51.083333	-97.483333	CKX4
CKX5	51.330556	-107.437500	CKX5
CKX8	53.836111	-107.009444	CKX8
CKY2	50.333333	-102.266667	CKY2
CKY8	51.204722	-114.774444	CKY8
CKZ3	54.671389	-94.145278	CKZ3
CKZ5	44.172583	-66.162533	CKZ5
